iShares Core S&P 500 ETF
Fund Holdings as of,"Sep 16, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,082,250,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"WYNN","WYNN RESORTS","Consumer Discretionary","Equity","89,904,965.55","0.01","89,904,965.55","1,067,438.00","84.22","United States","NASDAQ","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS","Consumer Discretionary","Equity","84,458,516.47","0.01","84,458,516.47","5,812,699.00","14.53","United States","NYSE","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","81,658,941.20","0.01","81,658,941.20","1,368,968.00","59.65","United States","NYSE","USD","1.00","USD","-"
"AOS","A O SMITH","Industrials","Equity","81,084,292.98","0.01","81,084,292.98","1,425,282.00","56.89","United States","NYSE","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","79,874,744.10","0.01","79,874,744.10","2,042,310.00","39.11","United States","NYSE","USD","1.00","USD","-"
"ERIE","ERIE INDEMNITY CLASS A","Financials","Equity","79,343,459.88","0.01","79,343,459.88","323,086.00","245.58","United States","NASDAQ","USD","1.00","USD","-"
"DVA","DAVITA INC","Health Care","Equity","79,185,412.62","0.01","79,185,412.62","408,467.00","193.86","United States","NYSE","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","78,760,945.62","0.01","78,760,945.62","5,435,538.00","14.49","United States","NASDAQ","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","77,052,801.06","0.01","77,052,801.06","3,708,027.00","20.78","United States","NYSE","USD","1.00","USD","-"
"BF B","BROWN FORMAN CLASS B","Consumer Staples","Equity","55,159,713.18","0.01","55,159,713.18","2,142,957.00","25.74","United States","NYSE","USD","1.00","USD","-"
"NWS","NEWS CLASS B","Communication","Equity","51,287,162.08","0.01","51,287,162.08","1,533,707.00","33.44","United States","NASDAQ","USD","1.00","USD","-"
"PSKY","PARAMOUNT SKYDANCE CORP CLASS B","Communication","Equity","44,363,187.34","0.01","44,363,187.34","3,984,121.00","11.14","United States","NASDAQ","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","28,433.88","0.00","28,433.88","2,843,388.00","0.01","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"ESZ6","S&P500 EMINI DEC 26","Cash and/or Derivatives","Futures","0.00","0.00","1,251,315,450.00","3,283.00","7,623.00","-","Index And Options Market","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","-594,280,444.60","-0.07","-594,280,444.60","-594,280,445.00","100.00","United States","-","USD","1.00","USD","-"

